incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,WARD,DISTRICT,type_level
19BU027865,Domestic Disturbance,Domestic,12/22/19 13:36,NA,911,0,0,1,0,D,Downtown,NA,NA,3,Central,Type 3
19BU027866,Suspicious Event,Public Service,12/22/19 13:56,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48550587,-73.2129451,2,Central,Type 1
19BU027867,Animal Problem,Animal,12/22/19 14:00,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.48094941,-73.21140684,3,Central,Type 1
19BU027868,Traffic,Motor Vehicle,12/22/19 14:51,North Ave / Cambrian Way,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48936434,-73.22734525,4,North,Type 1
19BU027869,Suspicious Event,Public Service,12/22/19 14:59,Cherry St/Church St,Phone,0,0,0,0,D,Downtown,44.47898257,-73.21107211,3,Central,Type 1
19BU027870,Crash - Property damage only,Motor Vehicle,12/22/19 15:43,Battery St/College St,Officer/Radio,0,0,0,0,D,Downtown,44.47799266,-73.21830009,3,Central,NA
19BU027871,Alarm,Public Service,12/22/19 15:45,Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.48160513,-73.21112267,2,Central,Type 2
19BU027872,Assist - Agency,Assist,12/22/19 16:03,Main St,911,0,0,0,0,D,Downtown,44.47790459,-73.21322245,3,Central,Type 2
19BU027873,Ordinance Violation - Other,Quality of Life,12/22/19 16:15,Church St,Phone,0,0,0,0,D,Downtown,44.48061423,-73.21489284,3,Central,Type 1
19BU027874,Alarm,Public Service,12/22/19 16:18,Pine St,Phone,0,0,0,0,D,Downtown,44.47657817,-73.2172589,3,Central,Type 2
19BU027875,Found/Lost Property,Public Service,12/22/19 16:20,Church St/College St,In Person,0,0,0,0,D,Downtown,44.4760984,-73.21164187,3,Central,Type 1
19BU027876,Retail Theft,Property,12/22/19 16:22,Main St,Phone,0,0,0,0,D,Downtown,44.47729658,-73.21587558,3,Central,Type 2
19BU027878,Parking,Motor Vehicle,12/22/19 17:18,Main St/St Paul St,Phone,0,0,0,0,D,Downtown,44.47529758,-73.21267354,3,Central,Type 1
19BU027879,Assault - Simple,Assault,12/22/19 17:27,Pearl St,Phone,0,0,0,1,B,OldNorthEnd,44.4819812,-73.21248939,2,Central,Type 3
19BU027880,Mental Health Issue,Public Service,12/22/19 17:28,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48248728,-73.22257154,3,Central,Type 2
19BU027881,Motor Vehicle Complaint,Motor Vehicle,12/22/19 17:50,Battery St/Pearl St,911,0,0,0,0,D,Downtown,44.4788801,-73.21925386,3,Central,Type 1
19BU027882,Suspicious Event,Public Service,12/22/19 17:59,Lafountain St,Phone,0,0,0,0,B,OldNorthEnd,44.48677865,-73.21375131,3,Central,Type 1
19BU027883,Noise,Quality of Life,12/22/19 18:00,Orchard Terr/Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.47889488,-73.20951788,2,Central,Type 1
19BU027884,Animal Problem,Animal,12/22/19 18:15,Bank St/Church St,Phone,0,0,0,0,D,Downtown,44.47985131,-73.21449858,3,Central,Type 1
19BU027885,Crash - Property damage only,Motor Vehicle,12/22/19 18:57,Riverside Ave/Intervale Rd,Phone,0,0,0,0,C,UniversityHillSection,44.48853125,-73.20377169,1,East,NA
19BU027886,Foot Patrol,Public Service,12/22/19 19:25,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47773202,-73.21123024,3,Central,Type 1
19BU027887,Assist - Public,Public Service,12/22/19 19:52,Colchester Ave,Phone,1,0,0,0,C,UniversityHillSection,44.48014086,-73.19517181,1,East,Type 1
19BU027888,Threats/Harassment,Other,12/22/19 19:58,S Union St,911,1,0,0,0,D,Downtown,44.47923639,-73.20800281,8,East,Type 2
19BU027889,Larceny - Other,Property,12/22/19 20:06,Cayuga Ct,Phone,0,0,0,0,A,NewNorthEnd,44.51517592,-73.24968856,7,North,Type 1
19BU027890,Assist - Agency,Assist,12/22/19 20:07,Plattsburg Ave/Northview Dr,Phone,0,0,0,0,A,NewNorthEnd,44.52269326,-73.25772146,7,North,Type 2
19BU027891,Traffic,Motor Vehicle,12/22/19 20:27,North Ave / Ethan Allen Pkwy,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.50242201,-73.23517403,4,North,Type 1
19BU027892,Traffic,Motor Vehicle,12/22/19 20:59,Pine St/Lakeside Ave,Officer/Radio,0,0,0,0,E,SouthEnd,44.46059551,-73.21412507,5,South,Type 1
19BU027893,Traffic,Motor Vehicle,12/22/19 21:07,S Winooski Ave / Maple St,Officer/Radio,0,0,0,0,D,Downtown,44.47178386,-73.21140906,6,South,Type 1
19BU027894,Assist - Public,Public Service,12/22/19 21:55,Church St,Phone,1,0,0,0,D,Downtown,44.47975811,-73.213934,3,Central,Type 1
19BU027895,Assist - Agency,Assist,12/22/19 22:14,Bank St,Officer/Radio,0,0,0,0,D,Downtown,44.47847028,-73.21173479,3,Central,Type 2
19BU027896,Assist - Agency,Assist,12/22/19 22:40,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.4838035,-73.21973789,3,Central,Type 2
19BU027897,Suspicious Event,Public Service,12/22/19 23:01,Oakledge Park,Phone,0,0,0,0,E,SouthEnd,44.45431937,-73.22802203,5,South,Type 1
19BU027898,Mental Health Issue,Public Service,12/22/19 23:26,Pine St,Phone,1,0,0,0,E,SouthEnd,44.45996827,-73.21601007,5,South,Type 2
19BU027899,Suspicious Event,Public Service,12/23/19 0:51,Prospect Pkwy,Phone,0,0,0,0,E,SouthEnd,44.45800711,-73.20655824,6,South,Type 1
19BU027900,DUI,Motor Vehicle,12/23/19 2:00,Sunset Dr/Valade Pk,Phone,0,0,0,1,A,NewNorthEnd,44.52218362,-73.25801659,7,North,Type 2
19BU027901,Noise,Quality of Life,12/23/19 2:06,South Meadow Dr,911,0,0,0,0,E,SouthEnd,44.44931887,-73.21172731,5,South,Type 1
19BU027902,Trespass,Other,12/23/19 5:33,College St,Phone,0,0,0,0,D,Downtown,44.47680101,-73.21479698,3,Central,Type 2
19BU027903,Alarm,Public Service,12/23/19 7:56,Briggs St,Phone,0,0,0,0,E,SouthEnd,44.4515218,-73.21795161,5,South,Type 2
19BU027904,Domestic Disturbance,Domestic,12/23/19 8:21,NA,Phone,0,0,1,0,E,SouthEnd,NA,NA,5,South,Type 3
19BU027905,Suspicious Event,Public Service,12/23/19 8:24,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48413645,-73.2207567,3,Central,Type 1
19BU027906,Community Outreach,Public Service,12/23/19 8:53,Main St,Phone,0,0,0,0,D,Downtown,44.47401796,-73.21334501,3,Central,Type 1
19BU027907,Vandalism,Property,12/23/19 8:57,Lake St,Phone,0,0,0,0,D,Downtown,44.47597154,-73.22145273,3,Central,Type 1
19BU027908,Vandalism - graffiti,Property,12/23/19 9:42,Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.48199443,-73.21279947,2,Central,Type 1
19BU027909,Suspicious Event,Public Service,12/23/19 9:44,Leddy Park,Phone,0,0,0,0,A,NewNorthEnd,44.50413897,-73.24949741,4,North,Type 1
19BU027910,Disturbance,Quality of Life,12/23/19 10:07,Buell St,Phone,0,0,0,1,D,Downtown,44.48068463,-73.21170894,8,East,Type 2
19BU027911,VIN verification,Motor Vehicle,12/23/19 10:16,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48984767,-73.20497634,2,Central,Type 1
19BU027912,Welfare Check,Public Service,12/23/19 10:34,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.4808417,-73.19353288,1,East,Type 2
19BU027913,Crash - Property damage only,Motor Vehicle,12/23/19 10:42,North St/N Winooski Ave,911,0,0,0,0,B,OldNorthEnd,44.48500378,-73.20997151,2,Central,NA
19BU027914,Community Outreach,Public Service,12/23/19 11:05,Gregory Drive South Burlington,Officer/Radio,0,0,0,0,NA,NA,44.45422104,-73.14226299,NA,NA,Type 1
19BU027915,Animal Problem,Animal,12/23/19 11:27,Fairmont Pl,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.515328,-73.2552138,7,North,Type 1
19BU027916,Suspicious Event,Public Service,12/19/19 13:50,Northgate Rd,Online Report,0,0,0,0,A,NewNorthEnd,44.52176707,-73.26517705,4,North,Type 1
19BU027917,Assist - Public,Public Service,12/23/19 11:50,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48646474,-73.20769287,2,Central,Type 1
19BU027918,Assist - Public,Public Service,12/23/19 11:57,Church St,Phone,0,0,0,0,D,Downtown,44.47621247,-73.21166363,3,Central,Type 1
19BU027919,Vandalism - graffiti,Property,12/23/19 12:02,Clarke St,Phone,0,0,0,0,B,OldNorthEnd,44.4802571,-73.21242878,2,Central,Type 1
19BU027920,Disturbance,Quality of Life,12/23/19 12:03,Bank St/Church St,Phone,0,0,0,0,D,Downtown,44.47629136,-73.21079089,3,Central,Type 2
19BU027921,Foot Patrol,Public Service,12/23/19 12:20,Marketplace,Phone,0,0,0,0,D,Downtown,44.47808213,-73.21395574,3,Central,Type 1
19BU027922,Crash - LSA,Motor Vehicle,12/23/19 12:22,College St/S Champlain St,Online Report,0,0,0,0,D,Downtown,44.47760056,-73.21853965,3,Central,NA
19BU027923,Assist - Agency,Assist,12/23/19 12:24,Cherry St,Phone,0,0,0,0,D,Downtown,44.47759325,-73.21313026,3,Central,Type 2
19BU027924,Larceny - from Building,Property,12/23/19 12:27,Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.48117417,-73.21108541,2,Central,Type 1
19BU027925,Foot Patrol,Public Service,12/23/19 12:43,Marketplace,Phone,0,0,0,0,D,Downtown,44.47751959,-73.21148775,3,Central,Type 1
19BU027926,Assist - Public,Public Service,12/23/19 12:44,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48104981,-73.1946125,1,East,Type 1
19BU027927,Assist - Public,Public Service,12/23/19 12:51,N Winooski Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48496932,-73.20909428,2,Central,Type 1
19BU027928,Ordinance Violation - Other,Quality of Life,12/23/19 13:06,College St,Phone,0,0,0,0,D,Downtown,44.47745645,-73.21093989,8,East,Type 1
19BU027929,Foot Patrol,Public Service,12/23/19 13:19,Marketplace,Phone,0,0,0,0,D,Downtown,44.47943832,-73.21367615,3,Central,Type 1
19BU027930,Found/Lost Property,Public Service,12/23/19 13:24,Marketplace,Phone,0,0,0,0,D,Downtown,44.47617397,-73.21283108,3,Central,Type 1
19BU027931,Disturbance,Quality of Life,12/23/19 13:41,Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.4805078,-73.21506997,3,Central,Type 2
19BU027932,Intoxication,Quality of Life,12/23/19 14:03,Pearl St,Phone,0,0,0,1,B,OldNorthEnd,44.48254932,-73.21008834,2,Central,Type 1
19BU027933,Foot Patrol,Public Service,12/23/19 14:29,Mansfield Ave / Loomis St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48183423,-73.19984216,1,East,Type 1
19BU027934,Disturbance,Quality of Life,12/23/19 14:36,Church St/Cherry St,911,0,0,0,0,D,Downtown,44.47807839,-73.21374907,3,Central,Type 2
19BU027935,Community Outreach,Public Service,12/23/19 14:46,King St,Phone,0,0,0,0,D,Downtown,44.47428982,-73.21865111,3,Central,Type 1
19BU027936,Found/Lost Property,Public Service,12/23/19 14:49,Marketplace,Phone,0,0,0,0,D,Downtown,44.4791055,-73.21457524,3,Central,Type 1
19BU027937,Foot Patrol,Public Service,12/23/19 14:50,Marketplace,Phone,0,0,0,0,D,Downtown,44.47712544,-73.21336313,3,Central,Type 1
19BU027938,Animal Problem,Animal,12/23/19 14:55,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.46962207,-73.20893584,5,South,Type 1
19BU027939,Traffic,Motor Vehicle,12/23/19 14:57,Manhattn Dr/Volz St,Phone,0,0,0,0,B,OldNorthEnd,44.4898157,-73.22359212,3,Central,Type 1
19BU027940,Foot Patrol,Public Service,12/23/19 15:00,Leddy Park,Phone,0,0,0,0,A,NewNorthEnd,44.50395553,-73.25146932,4,North,Type 1
19BU027941,VIN verification,Motor Vehicle,12/23/19 15:25,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48394082,-73.2200276,3,Central,Type 1
19BU027942,Suspicious Event,Public Service,12/23/19 15:34,N Champlain St,Phone,0,1,0,0,B,OldNorthEnd,44.48052372,-73.21691061,3,Central,Type 1
19BU027943,Retail Theft,Property,12/23/19 15:46,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44946109,-73.21014657,5,South,Type 2
19BU027944,Property Damage,Property,12/23/19 15:57,Riverside Ave,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48516171,-73.18959835,1,East,Type 1
19BU027945,Welfare Check,Public Service,12/23/19 16:35,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48248455,-73.22281914,3,Central,Type 2
19BU027946,Ordinance Violation - Other,Quality of Life,12/23/19 16:56,Main St,Phone,0,0,0,1,D,Downtown,44.47759102,-73.21271702,3,Central,Type 1
19BU027947,Trespass,Other,12/23/19 17:42,Battery St,Phone,0,0,0,0,D,Downtown,44.4754645,-73.21885578,3,Central,Type 2
19BU027948,Foot Patrol,Public Service,12/23/19 17:43,Marketplace,Online Report,0,0,0,0,D,Downtown,44.47932669,-73.21451992,3,Central,Type 1
19BU027949,Assist - Agency,Assist,12/23/19 17:43,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48016185,-73.19340176,1,East,Type 2
19BU027950,Foot Patrol,Public Service,12/23/19 17:43,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47674077,-73.21349152,3,Central,Type 1
19BU027951,Foot Patrol,Public Service,12/23/19 18:07,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47732177,-73.21433465,3,Central,Type 1
19BU027952,Foot Patrol,Public Service,12/23/19 18:18,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47698282,-73.21330835,3,Central,Type 1
19BU027953,Found/Lost Property,Public Service,12/23/19 18:32,Cherry St,Phone,0,0,0,0,D,Downtown,44.47873502,-73.21551726,3,Central,Type 1
19BU027954,Suspicious Event,Public Service,12/23/19 18:35,Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.48055441,-73.20791671,8,East,Type 1
19BU027955,Assist - Agency,Assist,12/23/19 18:36,Main St,Phone,0,0,0,1,D,Downtown,44.47569429,-73.21171518,3,Central,Type 2
19BU027956,Suspicious Event,Public Service,12/23/19 18:48,Battery Park,911,0,0,0,0,B,OldNorthEnd,44.48000279,-73.22018958,3,Central,Type 1
19BU027957,Suspicious Event,Public Service,12/23/19 19:44,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50485168,-73.24366992,7,North,Type 1
19BU027958,Suspicious Event,Public Service,12/23/19 19:52,S Meadow Dr,911,0,0,0,0,E,SouthEnd,44.44685344,-73.2103787,5,South,Type 1
19BU027959,Intoxication,Quality of Life,12/23/19 20:04,North Ave/Green Acres Dr,Phone,0,0,0,0,A,NewNorthEnd,44.51200977,-73.25415545,7,North,Type 1
19BU027960,Alarm,Public Service,12/23/19 20:20,Main St,Phone,0,0,0,0,D,Downtown,44.47393101,-73.21333632,3,Central,Type 2
19BU027961,Traffic,Motor Vehicle,12/23/19 20:48,Bank St/st Paul St,Officer/Radio,0,0,0,0,D,Downtown,44.47666755,-73.21365616,3,Central,Type 1
19BU027962,Noise,Quality of Life,12/23/19 21:29,Park St,Phone,0,0,0,0,B,OldNorthEnd,44.48508043,-73.21901656,3,Central,Type 1
19BU027963,911 Hangup,Other,12/23/19 21:34,N Champlain St,911,0,0,0,0,B,OldNorthEnd,44.48414293,-73.21676566,3,Central,Type 2
19BU027964,Motor Vehicle Complaint,Motor Vehicle,12/23/19 21:41,S Willard St/Cliff St,911,0,0,0,0,E,SouthEnd,44.46942521,-73.20518984,6,South,Type 1
19BU027965,Assist - Public,Public Service,12/23/19 22:24,Cambrian Way,Phone,0,0,0,0,B,OldNorthEnd,44.49289156,-73.22858564,4,North,Type 1
19BU027966,Intoxication,Quality of Life,12/23/19 22:28,Colchester Ave,Phone,0,0,0,1,C,UniversityHillSection,44.48152506,-73.19217353,1,East,Type 1
19BU027967,Noise,Quality of Life,12/23/19 22:35,S Meadow Dr,911,0,0,0,0,E,SouthEnd,44.45001676,-73.21015262,5,South,Type 1
19BU027968,Alarm,Public Service,12/23/19 22:55,Intervale Rd,Phone,0,0,0,0,C,UniversityHillSection,44.49168126,-73.20553053,2,Central,Type 2
19BU027969,Suspicious Event,Public Service,12/23/19 23:33,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48390439,-73.21054226,2,Central,Type 1
19BU027970,Noise,Quality of Life,12/23/19 23:36,S Union St,Phone,0,0,0,0,D,Downtown,44.47921281,-73.21060439,8,East,Type 1
19BU027971,Traffic,Motor Vehicle,12/23/19 23:55,S Winooski Ave / Bank St,Officer/Radio,0,0,0,0,D,Downtown,44.47632792,-73.21190964,8,East,Type 1
19BU027972,Stolen Vehicle,Property,12/24/19 0:04,N Union St/Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.4803325,-73.21023993,2,Central,Type 1
19BU027973,Noise,Quality of Life,12/24/19 0:30,Pearl St,Officer/Radio,0,0,0,0,D,Downtown,44.48024994,-73.20918756,8,East,Type 1
19BU027974,911 Hangup,Other,12/24/19 0:38,Lori Ln,Phone,0,0,0,0,A,NewNorthEnd,44.51815388,-73.24475013,7,North,Type 2
19BU027975,Burglary,Property,12/24/19 0:50,College St,911,0,0,0,0,C,UniversityHillSection,44.47916623,-73.20694029,8,East,Type 2
19BU027976,Assist - Agency,Assist,12/24/19 0:50,S Winooski Ave,911,0,0,0,0,E,SouthEnd,44.47344,-73.20900995,6,South,Type 2
19BU027977,Foot Patrol,Public Service,12/24/19 3:51,N Winooski Ave / N Union St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48788712,-73.20890792,2,Central,Type 1
19BU027978,Intoxication,Quality of Life,12/24/19 4:00,N Winooski Ave / N Union St,Phone,0,0,0,1,B,OldNorthEnd,44.48819097,-73.20848229,2,Central,Type 1
19BU027979,Trespass,Other,12/24/19 5:10,College St,Phone,0,0,0,0,D,Downtown,44.47678939,-73.21270587,3,Central,Type 2
19BU027980,Alarm,Public Service,12/24/19 6:04,Church St,Phone,0,0,0,0,D,Downtown,44.47615343,-73.21241093,3,Central,Type 2
19BU027981,Trespass,Other,12/24/19 6:45,Church St,Phone,0,0,0,0,D,Downtown,44.47748929,-73.21311729,3,Central,Type 2
19BU027982,Assist - Other,Assist,12/24/19 7:43,North St,Phone,0,0,0,0,C,UniversityHillSection,44.48471016,-73.21060692,2,Central,Type 1
19BU027983,Foot Patrol,Public Service,12/24/19 8:33,Downtown,Phone,0,0,0,0,D,Downtown,44.47508844,-73.21202492,3,Central,Type 1
19BU027984,Foot Patrol,Public Service,12/24/19 9:30,Maple St / S Willard St,Officer/Radio,0,0,0,0,E,SouthEnd,44.47268872,-73.2054812,6,South,Type 1
19BU027985,Alarm,Public Service,12/24/19 9:30,Lakeside Ave,Phone,0,0,0,0,E,SouthEnd,44.46284492,-73.21965489,5,South,Type 2
19BU027986,Found/Lost Property,Public Service,12/24/19 9:31,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48415524,-73.2204687,3,Central,Type 1
19BU027987,Crash - LSA,Motor Vehicle,12/24/19 10:11,Cherry St,Phone,0,0,0,0,D,Downtown,44.48105193,-73.21036536,3,Central,NA
19BU027988,Traffic,Motor Vehicle,12/24/19 10:21,Main St/Spear St,Phone,0,0,0,0,C,UniversityHillSection,44.47453563,-73.18992368,1,East,Type 1
19BU027989,911 Hangup,Other,12/24/19 10:37,Pine St,Phone,0,0,0,0,E,SouthEnd,44.45564048,-73.21236721,5,South,Type 2
19BU027990,Intoxication,Quality of Life,12/24/19 10:42,College St,Phone,0,0,0,1,D,Downtown,44.47535458,-73.21165402,8,East,Type 1
19BU027991,Property Damage,Property,12/24/19 10:43,Riverside Ave.,Phone,0,0,0,0,C,UniversityHillSection,44.48638675,-73.1901134,1,East,Type 1
19BU027992,Traffic,Motor Vehicle,12/24/19 11:06,Buell St/Orchard Ter,Officer/Radio,0,0,0,0,D,Downtown,44.47952284,-73.20994965,8,East,Type 1
19BU027993,Found/Lost Property,Public Service,12/24/19 11:18,College St,Phone,0,0,0,0,D,Downtown,44.4757291,-73.21026583,8,East,Type 1
19BU027994,Lewd and Lascivious Conduct,Assault,12/24/19 11:26,NA,NA,0,0,0,0,E,SouthEnd,NA,NA,5,South,Type 3
19BU027995,TRO/FRO Service,Court Order,12/24/19 11:40,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU027996,Ordinance Violation - Other,Quality of Life,12/24/19 11:41,Cherry St / St Paul St,Phone,0,0,0,0,D,Downtown,44.47904391,-73.21231789,3,Central,Type 1
19BU027997,Assist - Public,Public Service,12/24/19 12:30,Riverside Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48754925,-73.20839316,2,Central,Type 1
19BU027998,Traffic,Motor Vehicle,12/24/19 12:43,Riverside Ave/Hillside Ter,Phone,0,0,0,0,C,UniversityHillSection,44.48746119,-73.1973756,1,East,Type 1
19BU027999,Ordinance Violation - Other,Quality of Life,12/24/19 12:50,S Winooski Ave / Buell St,Phone,0,0,0,0,D,Downtown,44.48009978,-73.21278461,8,East,Type 1
19BU028000,Welfare Check,Public Service,12/24/19 13:00,North Ave,Phone,0,1,0,0,B,OldNorthEnd,44.48215958,-73.22155017,3,Central,Type 2
19BU028001,Domestic Disturbance,Domestic,12/24/19 13:30,NA,Phone,0,0,1,0,A,NewNorthEnd,NA,NA,4,North,Type 3
19BU028002,Trespass,Other,12/24/19 13:35,College St,Phone,0,0,0,0,D,Downtown,44.47515006,-73.20922335,8,East,Type 2
19BU028003,Crash - LSA,Motor Vehicle,12/24/19 14:24,Intervale Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48470757,-73.21542507,2,Central,NA
19BU028004,Retail Theft,Property,12/24/19 14:52,Cherry St,Phone,0,0,0,0,D,Downtown,44.47774078,-73.21486784,3,Central,Type 2
19BU028005,Drugs - Possession,Drugs,12/24/19 14:55,Cherry St/Pine St,Phone,0,1,0,0,D,Downtown,44.47950039,-73.21517782,3,Central,Type 1
19BU028006,Trespass,Other,12/24/19 14:59,Pearl St,911,0,0,0,0,B,OldNorthEnd,44.48187481,-73.21676571,3,Central,Type 2
19BU028007,Suspicious Event,Public Service,12/24/19 15:03,Cherry St,Phone,0,0,0,0,D,Downtown,44.47988463,-73.21234467,3,Central,Type 1
19BU028008,Crash - Property damage only,Motor Vehicle,12/24/19 15:27,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50698694,-73.24695316,4,North,NA
19BU028009,Retail Theft,Property,12/24/19 15:28,Shelburne Rd,Officer/Radio,0,0,0,0,E,SouthEnd,44.449308,-73.21130432,5,South,Type 2
19BU028010,Traffic,Motor Vehicle,12/24/19 15:41,Rt 127/Manhattan Dr,Phone,0,0,0,0,B,OldNorthEnd,44.48815822,-73.21961051,3,Central,Type 1
19BU028011,Drugs - Sale,Drugs,12/24/19 15:44,North Ave,Phone,0,1,0,0,B,OldNorthEnd,44.48089716,-73.22019192,3,Central,Type 1
19BU028012,Threats/Harassment,Other,12/24/19 16:08,Pine St,911,0,0,0,0,E,SouthEnd,44.46889725,-73.21557306,5,South,Type 2
19BU028013,Alarm,Public Service,12/24/19 16:21,Fairmount St,Phone,0,0,0,0,E,SouthEnd,44.45588123,-73.20024881,6,South,Type 2
19BU028014,Traffic,Motor Vehicle,12/24/19 16:22,Oak St/Walnut St,Phone,0,0,0,0,B,OldNorthEnd,44.49105995,-73.21127497,2,Central,Type 1
19BU028015,Trespass,Other,12/24/19 16:35,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48640949,-73.22150282,3,Central,Type 2
19BU028016,Disturbance,Quality of Life,12/24/19 16:36,North Ave,Phone,1,0,0,0,B,OldNorthEnd,44.48339261,-73.22216494,3,Central,Type 2
19BU028017,Suspicious Event,Public Service,12/24/19 16:47,College St,Phone,0,0,0,0,D,Downtown,44.47718264,-73.22254521,3,Central,Type 1
19BU028018,Welfare Check,Public Service,12/24/19 16:55,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48111209,-73.22144214,3,Central,Type 2
19BU028019,Disturbance,Quality of Life,12/24/19 17:23,Church St/ Main St,911,0,0,0,0,D,Downtown,44.47538905,-73.21065829,3,Central,Type 2
19BU028020,Larceny - Other,Property,12/24/19 18:08,Cherry St,Phone,0,0,0,0,D,Downtown,44.4805471,-73.21800722,3,Central,Type 1
19BU028021,Welfare Check,Public Service,12/24/19 18:20,North Ave,Phone,0,0,1,0,B,OldNorthEnd,44.48448519,-73.22145511,3,Central,Type 2
19BU028022,Suspicious Event,Public Service,12/24/19 19:05,King St,Phone,0,0,0,1,D,Downtown,44.47640605,-73.21527168,5,South,Type 1
19BU028023,Motor Vehicle Complaint,Motor Vehicle,12/24/19 19:10,Manhatten Dr/Rt 127,Phone,0,0,0,0,B,OldNorthEnd,44.48748219,-73.21875256,3,Central,Type 1
19BU028024,Robbery,Assault,12/24/19 19:17,Shelburne Rd,911,0,1,0,0,E,SouthEnd,44.45132402,-73.21172987,5,South,Type 3
19BU028025,Missing Person,Public Service,12/24/19 19:26,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.485667,-73.21193942,2,Central,Type 2
19BU028026,Drugs,Drugs,12/24/19 19:56,St Mary St,Phone,0,0,0,0,B,OldNorthEnd,44.4900551,-73.21137415,2,Central,Type 1
19BU028027,Intoxication,Quality of Life,12/24/19 19:57,S Winooski Ave,Phone,0,0,0,1,D,Downtown,44.47486498,-73.2098198,3,Central,Type 1
19BU028028,Welfare Check,Public Service,12/24/19 20:59,King St/S Winooski Ave,Phone,0,0,0,1,D,Downtown,44.47360856,-73.21276707,6,South,Type 2
19BU028029,Suspicious Event,Public Service,12/24/19 21:01,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44893676,-73.21217665,5,South,Type 1
19BU028030,Trespass,Other,12/24/19 21:11,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.4742943,-73.21187952,6,South,Type 2
19BU028031,Suspicious Event,Public Service,12/24/19 21:51,North St/N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48589528,-73.21219795,2,Central,Type 1
19BU028032,Mental Health Issue,Public Service,12/24/19 21:55,Northshore Dr,Phone,0,0,0,0,A,NewNorthEnd,44.52025681,-73.26857956,4,North,Type 2
19BU028033,Disturbance,Quality of Life,12/24/19 22:03,Poirier Pl,Phone,0,0,0,0,A,NewNorthEnd,44.51094401,-73.24660376,7,North,Type 2
19BU028034,Noise,Quality of Life,12/24/19 22:25,Pine St,Phone,0,0,0,0,D,Downtown,44.47377678,-73.21418228,5,South,Type 1
19BU028035,Disturbance,Quality of Life,12/24/19 23:57,Riverside Ave,Phone,0,0,0,0,B,OldNorthEnd,44.49106227,-73.2080706,2,Central,Type 2
19BU028036,Domestic Disturbance,Domestic,12/25/19 1:58,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,2,Central,Type 3
19BU028037,Domestic Disturbance,Domestic,12/25/19 3:46,NA,911,0,1,1,1,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU028038,Suspicious Event,Public Service,12/25/19 4:47,N Winooski Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48472311,-73.21119019,2,Central,Type 1
